Grade Distribution By Course,,,
,,,
,,,
Course: AG 111  Student Total: 29  Credit Hours: 3  Grade Pts: 265.5  GPA Hours: 78  GPA: 3.4,,,
Grade: A,  Credits: 3,  Student Count: 12,  Pct: 41.38
Grade: B-,  Credits: 3,  Student Count: 9,  Pct: 5.2
Grade: C,  Credits: 3,  Student Count: 2,  Pct: 1.16
Grade: C+,  Credits: 3,  Student Count: 3,  Pct: 1.73
Grade: C-,  Credits: 3,  Student Count: 4,  Pct: 2.31
Grade: D+,  Credits: 3,  Student Count: 1,  Pct: .58
Grade: F,  Credits: 3,  Student Count: 4,  Pct: 2.31
Grade: W,  Credits: 3,  Student Count: 6,  Pct: 3.47
,,,
Course: AG 321  Student Total: 60  Credit Hours: 3  Grade Pts: 616.2  GPA Hours: 174  GPA: 3.54,,,
Grade: A,  Credits: 3,  Student Count: 34,  Pct: 56.67
Grade: A-,  Credits: 3,  Student Count: 9,  Pct: 15
Grade: B,  Credits: 3,  Student Count: 3,  Pct: 5
Grade: B+,  Credits: 3,  Student Count: 6,  Pct: 10
Grade: C,  Credits: 3,  Student Count: 2,  Pct: 3.33
Grade: C+,  Credits: 3,  Student Count: 1,  Pct: 1.67
Grade: D,  Credits: 3,  Student Count: 1,  Pct: 1.67
Grade: F,  Credits: 3,  Student Count: 2,  Pct: 3.33
Grade: W,  Credits: 3,  Student Count: 2,  Pct: 3.33
,,,
Course: AG 351  Student Total: 70  Credit Hours: 3  Grade Pts: 684.9  GPA Hours: 195  GPA: 3.51,,,
Grade: A,  Credits: 3,  Student Count: 39,  Pct: 55.71
Grade: A-,  Credits: 3,  Student Count: 12,  Pct: 17.14
Grade: B,  Credits: 3,  Student Count: 1,  Pct: 1.43
Grade: B+,  Credits: 3,  Student Count: 4,  Pct: 5.71
Grade: B-,  Credits: 3,  Student Count: 1,  Pct: 1.43
Grade: C,  Credits: 3,  Student Count: 2,  Pct: 2.86
Grade: C+,  Credits: 3,  Student Count: 1,  Pct: 1.43
Grade: C-,  Credits: 3,  Student Count: 1,  Pct: 1.43
Grade: D,  Credits: 3,  Student Count: 1,  Pct: 1.43
Grade: F,  Credits: 3,  Student Count: 3,  Pct: 4.29
Grade: S,  Credits: 3,  Student Count: 1,  Pct: 1.43
Grade: W,  Credits: 3,  Student Count: 4,  Pct: 5.71
,,,
Course: AG 410  Student Total: 16  Credit Hours: Variable  Grade Pts: 377.2  GPA Hours: 101  GPA: 3.73,,,
Grade: F,  Credits: 1,  Student Count: 1,  Pct: 6.25
Grade: A,  Credits: 2,  Student Count: 1,  Pct: 6.25
Grade: A,  Credits: 3,  Student Count: 1,  Pct: 6.25
Grade: A,  Credits: 4,  Student Count: 4,  Pct: 25
Grade: W,  Credits: 5,  Student Count: 1,  Pct: 6.25
Grade: A,  Credits: 6,  Student Count: 1,  Pct: 6.25
Grade: A,  Credits: 8,  Student Count: 2,  Pct: 12.5
Grade: A,  Credits: 10,  Student Count: 1,  Pct: 6.25
Grade: A,  Credits: 11,  Student Count: 1,  Pct: 6.25
Grade: A-,  Credits: 12,  Student Count: 2,  Pct: 12.5
Grade: B-,  Credits: 12,  Student Count: 1,  Pct: 6.25
,,,
Course: AG 421  Student Total: 34  Credit Hours: 3  Grade Pts: 328.2  GPA Hours: 93  GPA: 3.53,,,
Grade: A,  Credits: 3,  Student Count: 23,  Pct: 67.65
Grade: A-,  Credits: 3,  Student Count: 2,  Pct: 5.88
Grade: B,  Credits: 3,  Student Count: 2,  Pct: 5.88
Grade: B+,  Credits: 3,  Student Count: 1,  Pct: 2.94
Grade: D-,  Credits: 3,  Student Count: 1,  Pct: 2.94
Grade: F,  Credits: 3,  Student Count: 2,  Pct: 5.88
Grade: I/B+,  Credits: 3,  Student Count: 1,  Pct: 2.94
Grade: I/F,  Credits: 3,  Student Count: 1,  Pct: 2.94
Grade: W,  Credits: 3,  Student Count: 1,  Pct: 2.94
,,,
Course: LEAD 252  Student Total: 39  Credit Hours: 3  Grade Pts: 329.4  GPA Hours: 93  GPA: 3.54,,,
Grade: A,  Credits: 3,  Student Count: 23,  Pct: 58.97
Grade: A-,  Credits: 3,  Student Count: 3,  Pct: 7.69
Grade: B,  Credits: 3,  Student Count: 1,  Pct: 2.56
Grade: B-,  Credits: 3,  Student Count: 1,  Pct: 2.56
Grade: D,  Credits: 3,  Student Count: 1,  Pct: 2.56
Grade: F,  Credits: 3,  Student Count: 2,  Pct: 5.13
Grade: S,  Credits: 3,  Student Count: 1,  Pct: 2.56
Grade: W,  Credits: 3,  Student Count: 7,  Pct: 17.95
,,,
Course: LEAD 342  Student Total: 86  Credit Hours: 3  Grade Pts: 883.8  GPA Hours: 243  GPA: 3.64,,,
Grade: A,  Credits: 3,  Student Count: 45,  Pct: 52.33
Grade: A-,  Credits: 3,  Student Count: 16,  Pct: 18.6
Grade: B,  Credits: 3,  Student Count: 6,  Pct: 6.98
Grade: B+,  Credits: 3,  Student Count: 8,  Pct: 9.3
Grade: B-,  Credits: 3,  Student Count: 2,  Pct: 2.33
Grade: C+,  Credits: 3,  Student Count: 2,  Pct: 2.33
Grade: D,  Credits: 3,  Student Count: 1,  Pct: 1.16
Grade: F,  Credits: 3,  Student Count: 1,  Pct: 1.16
Grade: I/C+,  Credits: 3,  Student Count: 1,  Pct: 1.16
Grade: S,  Credits: 3,  Student Count: 1,  Pct: 1.16
Grade: W,  Credits: 3,  Student Count: 3,  Pct: 3.49
,,,
Course: LEAD 407  Student Total: 74  Credit Hours: Variable  Grade Pts: 287.4  GPA Hours: 77  GPA: 3.73,,,
Grade: A,  Credits: 1,  Student Count: 55,  Pct: 74.32
Grade: A-,  Credits: 1,  Student Count: 9,  Pct: 12.16
Grade: B,  Credits: 1,  Student Count: 2,  Pct: 2.7
Grade: B-,  Credits: 1,  Student Count: 1,  Pct: 1.35
Grade: W,  Credits: 1,  Student Count: 3,  Pct: 4.05
Grade: A,  Credits: 2,  Student Count: 1,  Pct: 1.35
Grade: B+,  Credits: 2,  Student Count: 1,  Pct: 1.35
Grade: F,  Credits: 2,  Student Count: 1,  Pct: 1.35
Grade: B-,  Credits: 4,  Student Count: 1,  Pct: 1.35
,,,
Course: LEAD 430  Student Total: 13  Credit Hours: 3  Grade Pts: 127.2  GPA Hours: 33  GPA: 3.85,,,
Grade: A,  Credits: 3,  Student Count: 7,  Pct: 53.85
Grade: A-,  Credits: 3,  Student Count: 3,  Pct: 23.08
Grade: B+,  Credits: 3,  Student Count: 1,  Pct: 7.69
Grade: I/C,  Credits: 3,  Student Count: 1,  Pct: 7.69
Grade: W,  Credits: 3,  Student Count: 1,  Pct: 7.69
,,,
Course: LEAD 443  Student Total: 25  Credit Hours: 3  Grade Pts: 242.1  GPA Hours: 69  GPA: 3.51,,,
Grade: A,  Credits: 3,  Student Count: 15,  Pct: 60
Grade: A-,  Credits: 3,  Student Count: 2,  Pct: 8
Grade: B+,  Credits: 3,  Student Count: 2,  Pct: 8
Grade: B-,  Credits: 3,  Student Count: 2,  Pct: 8
Grade: D+,  Credits: 3,  Student Count: 1,  Pct: 4
Grade: F,  Credits: 3,  Student Count: 1,  Pct: 4
Grade: I/D-,  Credits: 3,  Student Count: 1,  Pct: 4
Grade: W,  Credits: 3,  Student Count: 1,  Pct: 4
,,,
Course: LEAD 543  Student Total: 11  Credit Hours: 3  Grade Pts: 114  GPA Hours: 30  GPA: 3.8,,,
Grade: A,  Credits: 3,  Student Count: 6,  Pct: 54.55
Grade: A-,  Credits: 3,  Student Count: 2,  Pct: 18.18
Grade: B+,  Credits: 3,  Student Count: 2,  Pct: 18.18
Grade: W,  Credits: 3,  Student Count: 1,  Pct: 9.09
,,,
Course: LEAD 582  Student Total: 14  Credit Hours: 3  Grade Pts: 116.4  GPA Hours: 36  GPA: 3.23,,,
Grade: A,  Credits: 3,  Student Count: 6,  Pct: 42.86
Grade: A-,  Credits: 3,  Student Count: 2,  Pct: 14.29
Grade: B,  Credits: 3,  Student Count: 1,  Pct: 7.14
Grade: B-,  Credits: 3,  Student Count: 1,  Pct: 7.14
Grade: C-,  Credits: 3,  Student Count: 1,  Pct: 7.14
Grade: F,  Credits: 3,  Student Count: 1,  Pct: 7.14
Grade: W,  Credits: 3,  Student Count: 2,  Pct: 14.29
,,,
College of Agricultural Sci,,,
Animal and Rangeland Sci,,,
,,,
Course: ANS 121  Student Total: 105  Credit Hours: 4  Grade Pts: 1373.2  GPA Hours: 400  GPA: 3.43,,,
Grade: A,  Credits: 4,  Student Count: 33,  Pct: 31.43
Grade: A-,  Credits: 4,  Student Count: 23,  Pct: 21.9
Grade: B,  Credits: 4,  Student Count: 19,  Pct: 18.1
Grade: B+,  Credits: 4,  Student Count: 14,  Pct: 13.33
Grade: B-,  Credits: 4,  Student Count: 3,  Pct: 2.86
Grade: C,  Credits: 4,  Student Count: 3,  Pct: 2.86
Grade: C+,  Credits: 4,  Student Count: 2,  Pct: 1.9
Grade: C-,  Credits: 4,  Student Count: 1,  Pct: .95
Grade: D+,  Credits: 4,  Student Count: 2,  Pct: 1.9
Grade: S,  Credits: 4,  Student Count: 4,  Pct: 3.81
Grade: W,  Credits: 4,  Student Count: 1,  Pct: .95
,,,
Course: ANS 207  Student Total: 30  Credit Hours: 2  Grade Pts: 198.4  GPA Hours: 58  GPA: 3.42,,,
Grade: A,  Credits: 2,  Student Count: 20,  Pct: 66.67
Grade: B,  Credits: 2,  Student Count: 2,  Pct: 6.67
Grade: B+,  Credits: 2,  Student Count: 2,  Pct: 6.67
Grade: C,  Credits: 2,  Student Count: 1,  Pct: 3.33
Grade: C+,  Credits: 2,  Student Count: 2,  Pct: 6.67
Grade: F,  Credits: 2,  Student Count: 2,  Pct: 6.67
Grade: W,  Credits: 2,  Student Count: 1,  Pct: 3.33
,,,
Course: ANS 215  Student Total: 42  Credit Hours: 3  Grade Pts: 462.3  GPA Hours: 126  GPA: 3.67,,,
Grade: A,  Credits: 3,  Student Count: 28,  Pct: 66.67
Grade: A-,  Credits: 3,  Student Count: 3,  Pct: 7.14
Grade: B,  Credits: 3,  Student Count: 5,  Pct: 11.9
Grade: B+,  Credits: 3,  Student Count: 1,  Pct: 2.38
Grade: B-,  Credits: 3,  Student Count: 3,  Pct: 7.14
Grade: C+,  Credits: 3,  Student Count: 2,  Pct: 4.76
,,,
Course: ANS 231  Student Total: 16  Credit Hours: 3  Grade Pts: 168.3  GPA Hours: 48  GPA: 3.51,,,
Grade: A,  Credits: 3,  Student Count: 5,  Pct: 31.25
Grade: A-,  Credits: 3,  Student Count: 6,  Pct: 37.5
Grade: B+,  Credits: 3,  Student Count: 2,  Pct: 12.5
Grade: B-,  Credits: 3,  Student Count: 1,  Pct: 6.25
Grade: C+,  Credits: 3,  Student Count: 2,  Pct: 12.5
,,,
Course: ANS 280  Student Total: 76  Credit Hours: 4  Grade Pts: 895.6  GPA Hours: 292  GPA: 3.07,,,
Grade: A,  Credits: 4,  Student Count: 26,  Pct: 34.21
Grade: A-,  Credits: 4,  Student Count: 7,  Pct: 9.21
Grade: B,  Credits: 4,  Student Count: 12,  Pct: 15.79
Grade: B+,  Credits: 4,  Student Count: 9,  Pct: 11.84
Grade: B-,  Credits: 4,  Student Count: 3,  Pct: 3.95
Grade: C,  Credits: 4,  Student Count: 4,  Pct: 5.26
Grade: C+,  Credits: 4,  Student Count: 3,  Pct: 3.95
Grade: C-,  Credits: 4,  Student Count: 1,  Pct: 1.32
Grade: D,  Credits: 4,  Student Count: 1,  Pct: 1.32
Grade: D+,  Credits: 4,  Student Count: 2,  Pct: 2.63
Grade: F,  Credits: 4,  Student Count: 5,  Pct: 6.58
Grade: S,  Credits: 4,  Student Count: 2,  Pct: 2.63
Grade: W,  Credits: 4,  Student Count: 1,  Pct: 1.32
,,,
Course: ANS 335  Student Total: 19  Credit Hours: 3  Grade Pts: 137.4  GPA Hours: 57  GPA: 2.41,,,
Grade: A,  Credits: 3,  Student Count: 1,  Pct: 5.26
Grade: A-,  Credits: 3,  Student Count: 3,  Pct: 15.79
Grade: B,  Credits: 3,  Student Count: 3,  Pct: 15.79
Grade: B+,  Credits: 3,  Student Count: 1,  Pct: 5.26
Grade: B-,  Credits: 3,  Student Count: 2,  Pct: 10.53
Grade: C,  Credits: 3,  Student Count: 2,  Pct: 10.53
Grade: C+,  Credits: 3,  Student Count: 1,  Pct: 5.26
Grade: C-,  Credits: 3,  Student Count: 2,  Pct: 10.53
Grade: D+,  Credits: 3,  Student Count: 2,  Pct: 10.53
Grade: D-,  Credits: 3,  Student Count: 1,  Pct: 5.26
Grade: F,  Credits: 3,  Student Count: 1,  Pct: 5.26
,,,
Course: ANS 378  Student Total: 62  Credit Hours: 4  Grade Pts: 807.2  GPA Hours: 244  GPA: 3.31,,,
Grade: A,  Credits: 4,  Student Count: 27,  Pct: 43.55
Grade: A-,  Credits: 4,  Student Count: 7,  Pct: 11.29
Grade: B,  Credits: 4,  Student Count: 6,  Pct: 9.68
Grade: B+,  Credits: 4,  Student Count: 5,  Pct: 8.06
Grade: B-,  Credits: 4,  Student Count: 4,  Pct: 6.45
Grade: C,  Credits: 4,  Student Count: 5,  Pct: 8.06
Grade: C+,  Credits: 4,  Student Count: 3,  Pct: 4.84
Grade: C-,  Credits: 4,  Student Count: 2,  Pct: 3.23
Grade: D,  Credits: 4,  Student Count: 1,  Pct: 1.61
Grade: D+,  Credits: 4,  Student Count: 1,  Pct: 1.61
Grade: W,  Credits: 4,  Student Count: 1,  Pct: 1.61
,,,
Course: ANS 385  Student Total: 27  Credit Hours: 4  Grade Pts: 299.6  GPA Hours: 108  GPA: 2.77,,,
Grade: A,  Credits: 4,  Student Count: 6,  Pct: 22.22
Grade: A-,  Credits: 4,  Student Count: 1,  Pct: 3.7
Grade: B,  Credits: 4,  Student Count: 3,  Pct: 11.11
Grade: B+,  Credits: 4,  Student Count: 5,  Pct: 18.52
Grade: B-,  Credits: 4,  Student Count: 1,  Pct: 3.7
Grade: C,  Credits: 4,  Student Count: 2,  Pct: 7.41
Grade: C+,  Credits: 4,  Student Count: 4,  Pct: 14.81
Grade: C-,  Credits: 4,  Student Count: 2,  Pct: 7.41
Grade: D,  Credits: 4,  Student Count: 1,  Pct: 3.7
Grade: D-,  Credits: 4,  Student Count: 2,  Pct: 7.41
,,,
Course: ANS 420  Student Total: 25  Credit Hours: 3  Grade Pts: 214.5  GPA Hours: 69  GPA: 3.11,,,
Grade: A,  Credits: 3,  Student Count: 7,  Pct: 28
Grade: A-,  Credits: 3,  Student Count: 6,  Pct: 24
Grade: B,  Credits: 3,  Student Count: 1,  Pct: 4
Grade: B+,  Credits: 3,  Student Count: 2,  Pct: 8
Grade: B-,  Credits: 3,  Student Count: 2,  Pct: 8
Grade: C,  Credits: 3,  Student Count: 2,  Pct: 8
Grade: C+,  Credits: 3,  Student Count: 1,  Pct: 4
Grade: F,  Credits: 3,  Student Count: 2,  Pct: 8
Grade: I/D-,  Credits: 3,  Student Count: 1,  Pct: 4
Grade: W,  Credits: 3,  Student Count: 1,  Pct: 4
,,,
Course: ANS 427  Student Total: 12  Credit Hours: 5  Grade Pts: 204.5  GPA Hours: 60  GPA: 3.41,,,
Grade: A,  Credits: 5,  Student Count: 6,  Pct: 50
Grade: B,  Credits: 5,  Student Count: 1,  Pct: 8.33
Grade: B+,  Credits: 5,  Student Count: 3,  Pct: 25
Grade: B-,  Credits: 5,  Student Count: 1,  Pct: 8.33
Grade: D+,  Credits: 5,  Student Count: 1,  Pct: 8.33
,,,
Course: ANS 436  Student Total: 29  Credit Hours: 3  Grade Pts: 336.3  GPA Hours: 87  GPA: 3.87,,,
Grade: A,  Credits: 3,  Student Count: 22,  Pct: 75.86
Grade: A-,  Credits: 3,  Student Count: 4,  Pct: 13.79
Grade: B+,  Credits: 3,  Student Count: 2,  Pct: 6.9
Grade: B-,  Credits: 3,  Student Count: 1,  Pct: 3.45
,,,
Course: ANS 456  Student Total: 27  Credit Hours: 3  Grade Pts: 308.4  GPA Hours: 81  GPA: 3.81,,,
Grade: A,  Credits: 3,  Student Count: 19,  Pct: 70.37
Grade: A-,  Credits: 3,  Student Count: 4,  Pct: 14.81
Grade: B,  Credits: 3,  Student Count: 2,  Pct: 7.41
Grade: B+,  Credits: 3,  Student Count: 1,  Pct: 3.7
Grade: B-,  Credits: 3,  Student Count: 1,  Pct: 3.7
,,,
Course: RNG 121  Student Total: 109  Credit Hours: 4  Grade Pts: 1124  GPA Hours: 380  GPA: 2.96,,,
Grade: A,  Credits: 4,  Student Count: 25,  Pct: 22.94
Grade: A-,  Credits: 4,  Student Count: 24,  Pct: 22.02
Grade: B,  Credits: 4,  Student Count: 7,  Pct: 6.42
Grade: B+,  Credits: 4,  Student Count: 9,  Pct: 8.26
Grade: B-,  Credits: 4,  Student Count: 8,  Pct: 7.34
Grade: C,  Credits: 4,  Student Count: 4,  Pct: 3.67
Grade: C-,  Credits: 4,  Student Count: 6,  Pct: 5.5
Grade: D,  Credits: 4,  Student Count: 1,  Pct: .92
Grade: D-,  Credits: 4,  Student Count: 1,  Pct: .92
Grade: F,  Credits: 4,  Student Count: 10,  Pct: 9.17
Grade: S,  Credits: 4,  Student Count: 6,  Pct: 5.5
Grade: W,  Credits: 4,  Student Count: 8,  Pct: 7.34
,,,
Course: RNG 341  Student Total: 39  Credit Hours: 3  Grade Pts: 336.3  GPA Hours: 99  GPA: 3.4,,,
Grade: A,  Credits: 3,  Student Count: 15,  Pct: 38.46
Grade: A-,  Credits: 3,  Student Count: 5,  Pct: 12.82
Grade: B,  Credits: 3,  Student Count: 3,  Pct: 7.69
Grade: B+,  Credits: 3,  Student Count: 4,  Pct: 10.26
Grade: B-,  Credits: 3,  Student Count: 2,  Pct: 5.13
Grade: C,  Credits: 3,  Student Count: 1,  Pct: 2.56
Grade: C+,  Credits: 3,  Student Count: 1,  Pct: 2.56
Grade: C-,  Credits: 3,  Student Count: 1,  Pct: 2.56
Grade: F,  Credits: 3,  Student Count: 1,  Pct: 2.56
Grade: I/F,  Credits: 3,  Student Count: 1,  Pct: 2.56
Grade: W,  Credits: 3,  Student Count: 5,  Pct: 12.82
,,,
Course: RNG 353  Student Total: 37  Credit Hours: 4  Grade Pts: 524.8  GPA Hours: 144  GPA: 3.64,,,
Grade: A,  Credits: 4,  Student Count: 23,  Pct: 62.16
Grade: A-,  Credits: 4,  Student Count: 4,  Pct: 10.81
Grade: B,  Credits: 4,  Student Count: 5,  Pct: 13.51
Grade: B+,  Credits: 4,  Student Count: 1,  Pct: 2.7
Grade: B-,  Credits: 4,  Student Count: 2,  Pct: 5.41
Grade: D-,  Credits: 4,  Student Count: 1,  Pct: 2.7
Grade: W,  Credits: 4,  Student Count: 1,  Pct: 2.7
,,,
Course: RNG 421  Student Total: 36  Credit Hours: 4  Grade Pts: 422.4  GPA Hours: 144  GPA: 2.93,,,
Grade: A,  Credits: 4,  Student Count: 18,  Pct: 50
Grade: A-,  Credits: 4,  Student Count: 3,  Pct: 8.33
Grade: B+,  Credits: 4,  Student Count: 4,  Pct: 11.11
Grade: B-,  Credits: 4,  Student Count: 1,  Pct: 2.78
Grade: C,  Credits: 4,  Student Count: 1,  Pct: 2.78
Grade: C+,  Credits: 4,  Student Count: 2,  Pct: 5.56
Grade: F,  Credits: 4,  Student Count: 7,  Pct: 19.44
,,,
Course: RNG 441  Student Total: 30  Credit Hours: 4  Grade Pts: 310.4  GPA Hours: 100  GPA: 3.1,,,
Grade: A,  Credits: 4,  Student Count: 5,  Pct: 16.67
Grade: A-,  Credits: 4,  Student Count: 9,  Pct: 30
Grade: B,  Credits: 4,  Student Count: 1,  Pct: 3.33
Grade: B+,  Credits: 4,  Student Count: 3,  Pct: 10
Grade: B-,  Credits: 4,  Student Count: 1,  Pct: 3.33
Grade: C,  Credits: 4,  Student Count: 1,  Pct: 3.33
Grade: C+,  Credits: 4,  Student Count: 1,  Pct: 3.33
Grade: C-,  Credits: 4,  Student Count: 2,  Pct: 6.67
Grade: D,  Credits: 4,  Student Count: 1,  Pct: 3.33
Grade: F,  Credits: 4,  Student Count: 1,  Pct: 3.33
Grade: I/F,  Credits: 4,  Student Count: 1,  Pct: 3.33
Grade: W,  Credits: 4,  Student Count: 4,  Pct: 13.33
,,,
Course: RNG 455  Student Total: 20  Credit Hours: 4  Grade Pts: 292  GPA Hours: 80  GPA: 3.65,,,
Grade: A,  Credits: 4,  Student Count: 12,  Pct: 60
Grade: A-,  Credits: 4,  Student Count: 1,  Pct: 5
Grade: B,  Credits: 4,  Student Count: 6,  Pct: 30
Grade: B+,  Credits: 4,  Student Count: 1,  Pct: 5
,,,
Course: RNG 470  Student Total: 21  Credit Hours: 4  Grade Pts: 144.4  GPA Hours: 68  GPA: 2.12,,,
Grade: A-,  Credits: 4,  Student Count: 1,  Pct: 4.76
Grade: B,  Credits: 4,  Student Count: 3,  Pct: 14.29
Grade: B+,  Credits: 4,  Student Count: 1,  Pct: 4.76
Grade: B-,  Credits: 4,  Student Count: 4,  Pct: 19.05
Grade: C+,  Credits: 4,  Student Count: 2,  Pct: 9.52
Grade: C-,  Credits: 4,  Student Count: 2,  Pct: 9.52
Grade: D+,  Credits: 4,  Student Count: 1,  Pct: 4.76
Grade: F,  Credits: 4,  Student Count: 3,  Pct: 14.29
Grade: S,  Credits: 4,  Student Count: 1,  Pct: 4.76
Grade: W,  Credits: 4,  Student Count: 3,  Pct: 14.29
,,,
College of Agricultural Sci,,,
Applied Economics,,,
,,,
Course: AEC 122  Student Total: 49  Credit Hours: 3  Grade Pts: 345.9  GPA Hours: 129  GPA: 2.68,,,
Grade: A,  Credits: 3,  Student Count: 2,  Pct: 4.08
Grade: A-,  Credits: 3,  Student Count: 9,  Pct: 18.37
Grade: B,  Credits: 3,  Student Count: 5,  Pct: 10.2
Grade: B+,  Credits: 3,  Student Count: 9,  Pct: 18.37
Grade: B-,  Credits: 3,  Student Count: 3,  Pct: 6.12
Grade: C,  Credits: 3,  Student Count: 1,  Pct: 2.04
Grade: C+,  Credits: 3,  Student Count: 6,  Pct: 12.24
Grade: C-,  Credits: 3,  Student Count: 2,  Pct: 4.08
Grade: D,  Credits: 3,  Student Count: 2,  Pct: 4.08
Grade: F,  Credits: 3,  Student Count: 4,  Pct: 8.16
Grade: S,  Credits: 3,  Student Count: 3,  Pct: 6.12
Grade: U,  Credits: 3,  Student Count: 1,  Pct: 2.04
Grade: W,  Credits: 3,  Student Count: 2,  Pct: 4.08
,,,
Course: AEC 221  Student Total: 97  Credit Hours: 3  Grade Pts: 867  GPA Hours: 258  GPA: 3.36,,,
Grade: A,  Credits: 3,  Student Count: 49,  Pct: 50.52
Grade: A-,  Credits: 3,  Student Count: 5,  Pct: 5.15
Grade: B,  Credits: 3,  Student Count: 6,  Pct: 6.19
Grade: B+,  Credits: 3,  Student Count: 9,  Pct: 9.28
Grade: B-,  Credits: 3,  Student Count: 6,  Pct: 6.19
Grade: C,  Credits: 3,  Student Count: 1,  Pct: 1.03
Grade: C+,  Credits: 3,  Student Count: 3,  Pct: 3.09
Grade: C-,  Credits: 3,  Student Count: 1,  Pct: 1.03
Grade: F,  Credits: 3,  Student Count: 6,  Pct: 6.19
Grade: S,  Credits: 3,  Student Count: 3,  Pct: 3.09
Grade: U,  Credits: 3,  Student Count: 1,  Pct: 1.03
Grade: W,  Credits: 3,  Student Count: 7,  Pct: 7.22
,,,
Course: AEC 250  Student Total: 158  Credit Hours: 3  Grade Pts: 1315.5  GPA Hours: 453  GPA: 2.9,,,
Grade: A,  Credits: 3,  Student Count: 37,  Pct: 23.42
Grade: A-,  Credits: 3,  Student Count: 24,  Pct: 15.19
Grade: B,  Credits: 3,  Student Count: 37,  Pct: 23.42
Grade: B+,  Credits: 3,  Student Count: 7,  Pct: 4.43
Grade: B-,  Credits: 3,  Student Count: 9,  Pct: 5.7
Grade: C,  Credits: 3,  Student Count: 12,  Pct: 7.59
Grade: C+,  Credits: 3,  Student Count: 3,  Pct: 1.9
Grade: C-,  Credits: 3,  Student Count: 4,  Pct: 2.53
Grade: D,  Credits: 3,  Student Count: 3,  Pct: 1.9
Grade: D+,  Credits: 3,  Student Count: 2,  Pct: 1.27
Grade: F,  Credits: 3,  Student Count: 13,  Pct: 8.23
Grade: U,  Credits: 3,  Student Count: 1,  Pct: .63
Grade: W,  Credits: 3,  Student Count: 6,  Pct: 3.8
,,,
Course: AEC 251  Student Total: 42  Credit Hours: 3  Grade Pts: 251.4  GPA Hours: 102  GPA: 2.46,,,
Grade: A,  Credits: 3,  Student Count: 6,  Pct: 14.29
Grade: A-,  Credits: 3,  Student Count: 3,  Pct: 7.14
Grade: B,  Credits: 3,  Student Count: 5,  Pct: 11.9
Grade: B+,  Credits: 3,  Student Count: 3,  Pct: 7.14
Grade: B-,  Credits: 3,  Student Count: 4,  Pct: 9.52
Grade: C,  Credits: 3,  Student Count: 3,  Pct: 7.14
Grade: C+,  Credits: 3,  Student Count: 1,  Pct: 2.38
Grade: D,  Credits: 3,  Student Count: 2,  Pct: 4.76
Grade: D+,  Credits: 3,  Student Count: 1,  Pct: 2.38
Grade: D-,  Credits: 3,  Student Count: 2,  Pct: 4.76
Grade: F,  Credits: 3,  Student Count: 4,  Pct: 9.52
Grade: S,  Credits: 3,  Student Count: 1,  Pct: 2.38
Grade: W,  Credits: 3,  Student Count: 7,  Pct: 16.67
,,,
Course: AEC 253  Student Total: 100  Credit Hours: 4  Grade Pts: 1051.6  GPA Hours: 344  GPA: 3.06,,,
Grade: A,  Credits: 4,  Student Count: 26,  Pct: 26
Grade: A-,  Credits: 4,  Student Count: 14,  Pct: 14
Grade: B,  Credits: 4,  Student Count: 11,  Pct: 11
